sorteren op datum. Eerste datum eerst,,,Categories:,Traffic,Humans,Nature,Noise,Music,Other,Silence,Machine
221,,Rogier,00:00:00.270,00:00:01.000,0,0,0,Human,,,
221,,Rogier,00:00:02.300,00:00:05.000,0,0,0,Human,,,
221,,Rogier,00:00:05.850,00:00:08.980,0,0,0,Human,,,
221,,Rogier,00:00:09.060,00:00:09.170,1,0,1,Noise,Clap,,
221,,Rogier,00:00:11.000,00:00:15.100,0,0,0,Human,,,
221,,Rogier,00:00:18.360,00:00:21.650,1,0,0,Noise,Drumming,,
228,,Rogier,00:00:01.900,00:00:02.270,0,0,0,Noise,,,
228,,Rogier,00:00:28.260,00:00:28.950,1,0,1,Noise,,,
233,,Rogier,NA,NA,,,,Silence,,,
238,,Rogier,00:00:00.550,00:00:03.540,0,0,0,Noise,Wind,,
238,,Rogier,00:00:05.490,00:00:06.110,0,0,0,Noise,Wind,,
238,,Rogier,00:00:06.620,00:00:12.320,0,0,0,Noise,Wind,,
238,,Rogier,00:00:15.650,00:00:16.530,0,0,0,Noise,Wind,,
238,,Rogier,00:00:20.650,00:00:20.800,1,0,1,Noise,Thump,,
246,,Rogier,NA,NA,,,,,,,
269,,Rogier,00:00:12.570,00:00:19.650,1,0,0,Traffic,,,
269,,Rogier,00:00:00.550,00:00:12.570,1,0,0,Traffic,,,
269,,Rogier,00:00:19.650,00:00:25.690,1,0,0,Traffic,,,
269,,Rogier,00:00:25.690,00:00:29.860,1,0,0,Traffic,,,
279,,Rogier,00:00:06.200,00:00:23.500,1,0,0,Traffic,,,
281,,Rogier,00:00:03.370,00:00:03.700,0,0,0,Noise,,,
281,,Rogier,00:00:06.095,00:00:06.500,0,0,0,Noise,,,
281,,Rogier,00:00:06.755,00:00:07.200,0,0,0,Noise,,,
281,,Rogier,00:00:08.275,00:00:08.549,0,0,0,Noise,,,
281,,Rogier,00:00:12.891,00:00:13.276,0,0,0,Noise,,,
281,,Rogier,00:00:25.172,00:00:25.498,0,0,0,Noise,,,
281,,Rogier,00:00:25.650,00:00:26.200,0,0,0,Noise,,,
281,,Rogier,00:00:28.000,00:00:28.270,0,0,0,Noise,,,
296,,Rogier,00:00:05.460,00:00:11.320,1,0,0,Traffic,,,
303,,Rogier,00:00:00.550,00:00:16.000,1,0,0,Noise,,,
303,,Rogier,00:00:10.620,00:00:11.500,1,0,0,Noise,beep,,
303,,Rogier,00:00:16.000,00:00:37.500,1,0,0,Traffic,,,
365,,Rogier,00:00:03.200,00:00:13.600,0,0,0,Noise,wind,,
365,,Rogier,00:00:16.000,00:00:20.500,1,0,0,Traffic,,,
365,,Rogier,00:00:26.000,00:00:29.900,1,0,0,Traffic,,,
371,,Rogier,00:00:00.100,00:00:01.800,1,0,0,Traffic,,,
371,,Rogier,00:00:07.000,00:00:10.150,1,0,0,Traffic,,,
371,,Rogier,00:00:10.500,00:00:31.000,1,0,0,Noise,,,
372,,Rogier,00:00:20.700,00:00:31.900,1,0,0,Traffic,,,
384,,Rogier,00:00:04.150,00:00:05.190,0,0,0,Noise,wind,,
384,,Rogier,00:00:05.560,00:00:06.350,0,0,0,Noise,wind,,
384,,Rogier,00:00:06.750,00:00:07.450,0,0,0,Noise,wind,,
384,,Rogier,00:00:08.150,00:00:08.570,0,0,0,Noise,wind,,
384,,Rogier,00:00:08.750,00:00:09.670,0,0,0,Noise,wind,,
384,,Rogier,00:00:11.130,00:00:16.030,0,0,0,Noise,wind,,
384,,Rogier,00:00:16.500,00:00:19.670,0,0,0,Noise,wind,,
384,,Rogier,00:00:20.890,00:00:25.520,0,0,0,Noise,wind,,
384,,Rogier,00:00:22.320,00:00:23.620,0,0,0,Noise,wind,,
384,,Rogier,00:00:28.680,00:00:31.880,0,0,0,Noise,wind,,
391,,Rogier,00:00:01.280,00:00:09.590,0,1,1,Music,,,
391,,Rogier,00:00:09.590,00:00:29.880,0,1,0,Music,,,
393,,Rogier,00:00:00.360,00:00:30.000,0,0,0,Human,,,
393,,Rogier,00:00:03.950,00:00:07.900,1,0,0,Music,,,
393,,Rogier,00:00:10.030,00:00:30.000,0,1,0,Music,,,
393,,Rogier,00:00:23.660,00:00:24.500,1,0,0,Noise,Bell,,
430,,Rogier,00:00:00.430,00:00:30.000,0,1,0,Music,,,
431,,Rogier,00:00:05.440,00:00:05.850,1,0,0,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:08.040,00:00:08.490,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:08.995,00:00:09.320,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:10.660,00:00:10.960,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:11.160,00:00:11.450,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:13.350,00:00:14.070,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:19.496,00:00:19.800,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:25.268,00:00:25.571,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:26.130,00:00:26.440,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:27.130,00:00:29.476,1,0,1,Noise,Beep / Rubber duck squeeze,,
431,,Rogier,00:00:00.570,00:00:02.790,0,0,0,Human,,,
431,,Rogier,00:00:03.780,00:00:06.960,0,0,0,Human,,,
431,,Rogier,00:00:07.110,00:00:07.510,0,0,0,Human,,,
431,,Rogier,00:00:09.930,00:00:11.590,0,0,0,Human,,,
431,,Rogier,00:00:12.016,00:00:16.505,0,0,0,Human,,,
431,,Rogier,00:00:16.860,00:00:20.820,0,0,0,Human,,,
431,,Rogier,00:00:21.120,00:00:21.600,0,0,0,Human,,,
431,,Rogier,00:00:22.260,00:00:24.950,0,0,0,Human,,,
431,,Rogier,00:00:25.610,00:00:26.190,0,0,0,Human,,,
446,,Rogier,NA,NA,,,,Silence,,Silence,
447,,Rogier,00:00:00.350,00:00:31.000,0,1,0,Nature,,,
447,,Rogier,00:00:00.350,00:00:31.000,0,1,0,Music,,,
469,,Rogier,00:00:04.950,00:00:05.210,0,0,0,Noise,,,
469,,Rogier,00:00:09.693,00:00:09.767,0,0,0,Noise,,,
474,,Rogier,00:00:11.100,00:00:30.000,1,0,0,Noise,,,
474,,Rogier,00:00:02.670,00:00:10.520,1,0,0,Noise,,,
476,,Rogier,00:00:00.550,00:00:11.500,1,0,0,Traffic,,,
476,,Rogier,00:00:08.000,00:00:30.000,0,1,0,Nature,,,
480,,Rogier,00:00:01.800,00:00:04.850,1,0,0,Noise,,,
480,,Rogier,00:00:05.850,00:00:07.000,1,0,0,Noise,,,
480,,Rogier,00:00:09.680,00:00:11.470,1,0,0,noise,,,
480,,Rogier,00:00:11.960,00:00:12.604,1,0,0,noise,,,
480,,Rogier,00:00:12.980,00:00:16.158,1,0,0,noise,,,
480,,Rogier,00:00:17.650,00:00:18.340,1,0,0,noise,,,
480,,Rogier,00:00:20.400,00:00:22.550,1,0,0,noise,,,
480,,Rogier,00:00:23.360,00:00:24.570,1,0,0,noise,,,
480,,Rogier,00:00:25.540,00:00:26.560,1,0,0,noise,,,
480,,Rogier,00:00:27.350,00:00:27.960,1,0,0,noise,,,
483,,Rogier,00:00:12.000,00:00:18.000,1,0,0,Traffic,,,
483,,Rogier,00:00:18.000,00:00:31.000,1,0,0,noise,,,
167,P.van.der.Meulen.4_2016-04-20T06:58:26.000Z,Steven,00:00:00.000,00:00:26.099,No,No,Ǹo,Human,Speech,,
167,P.van.der.Meulen.4_2016-04-20T06:58:26.000Z,Steven,00:00:26.471,00:00:27.353,No,No,Yes,Other,Clap,,
167,P.van.der.Meulen.4_2016-04-20T06:58:26.000Z,Steven,00:00:27.353,00:00:27.927,No,No,Yes,Other,Snif,,
167,P.van.der.Meulen.4_2016-04-20T06:58:26.000Z,Steven,00:00:09.195,00:00:09.450,Yes,No,Yes,Other,Microphone,,
167,P.van.der.Meulen.4_2016-04-20T06:58:26.000Z,Steven,00:00:10.681,00:00:11.400,Yes,No,Yes,Other,Microphone,,
183,F.de.Vries.11_2016-04-20T08:50:52.000Z,Steven,00:00:00.463,00:00:29.861,Yes,No,No,Traffic,Traffic,,
183,F.de.Vries.11_2016-04-20T08:50:52.000Z,Steven,00:00:09.583,00:00:10.879,Yes,No,No,Nature,Bird,,
183,F.de.Vries.11_2016-04-20T08:50:52.000Z,Steven,00:00:10.324,00:00:16.079,Yes,No,No,Humans,Speech,,
183,F.de.Vries.11_2016-04-20T08:50:52.000Z,Steven,00:00:27.500,00:00:29.894,Yes,No,No,Other,Padlock,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:00,00:00:30,No,No,No,Human,vocal,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:01,00:00:03,No,No,No,Human,vocal,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:03,00:00:04,No,No,No,Human,vocal,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:04,00:00:30,No,Yes,No,Music,,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:12,00:00:14,No,No,No,Human,laughing,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:14,00:00:14,No,No,No,Human,laughing,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:15,00:00:16,No,No,No,Human,laughing,,
255,L.H.Boulogne_2016-04-22T19-10-49.000Z,Pim,00:00:19,00:00:21,No,No,No,Human,laughing,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:00,00:00:01,Yes,No,Yes,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:04,00:00:04,No,No,Yes,Other,squeek,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:05,00:00:05,No,No,No,Other,Bump,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:05,00:00:06,No,No,No,Other,Key press,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:06,00:00:06,No,No,Yes,Other,Key press,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:07,00:00:07,No,No,No,Other,Key press,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:09,00:00:09,No,No,No,Other,Key press,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:09,00:00:10,Yes,No,Yes,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:11,00:00:11,Yes,No,Yes,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:12,00:00:13,Yes,No,Yes,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:12,00:00:13,Yes,No,Yes,Other,Click,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:14,00:00:14,No,No,No,Mechanical,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:15,00:00:16,Yes,No,Yes,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:15,00:00:16,No,No,No,Other,Grinding noise,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:18,00:00:18,Yes,No,No,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:19,00:00:20,Yes,No,No,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:21,00:00:21,Yes,No,Yes,Other,Slap,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:23,00:00:24,Yes,No,No,Noise,,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:25,00:00:25,No,No,No,Human,grunt,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:27,00:00:27,No,No,No,Other,click,,
259,m.wirthlin_2016-04-23T10-21-55.000Z,Pim,00:00:29,00:00:30,No,No,No,Other,tick,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:09,00:00:11,Yes,No,No,Traffic,passing car,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:11,00:00:14,Yes,No,No,Traffic,Passing motercycle,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:14,00:00:18,Yes,No,No,Traffic,passing car,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:18,00:00:25,Yes,No,No,Traffic,passing car,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:26,00:00:27,No,No,No,Human,speech,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:29,00:00:30,Yes,No,No,Traffic,passing car,,
268,F.de.Vries.11_2016-04-23T11-59-42.000Z,Pim,00:00:09,00:00:11,Yes,No,No,Traffic,Passing motercycle,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:01,00:00:36,No,No,No,Other,Footsteps,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:07,00:00:07,No,No,No,Nature,Birds,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:09,00:00:09,Yes,No,Yes,Noise,,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:10,00:00:11,No,No,No,Nature,Birds,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:12,00:00:15,Yes,No,Yes,Noise,,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:16,00:00:20,Yes,No,Yes,Noise,,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:21,00:00:26,Yes,No,Yes,Noise,,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:22,00:00:29,No,No,No,Human,vocal,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:23,00:00:25,No,No,No,Other,Zipper,,
301,F.de.Vries.11_2016-04-24T14-53-03.000Z,Pim,00:00:32,00:00:36,No,No,No,Human,vocal,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:00,00:00:30,No,No,No,Human,vocal,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:00,00:00:03,No,No,No,Human,vocal,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:04,00:00:05,No,No,No,Human,vocal,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:09,00:00:10,No,No,No,Other,Slam,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:11,00:00:12,Yes,No,Yes,Other,Clap,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:13,00:00:13,Yes,No,Yes,Noise,,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:13,00:00:14,No,No,Yes,Other,Click,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:20,00:00:21,No,No,Yes,Human,Tick,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:22,00:00:23,No,No,No,Other,Drop something on table,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:23,00:00:24,No,No,Yes,Other,Drop something on table,,
316,F.de.Vries.11_2016-04-25T08-08-41.000Z,Pim,00:00:28,00:00:30,No,No,No,Human,vocal,,
344,S.M.Romer_2016-04-25T08-59-27.000Z,Pim,00:00:00,00:00:04,Yes,No,No,Traffic,Passing car,,
344,S.M.Romer_2016-04-25T08-59-27.000Z,Pim,00:00:10,00:00:15,Yes,No,No,Traffic,Passing car,,
344,S.M.Romer_2016-04-25T08-59-27.000Z,Pim,00:00:21,00:00:27,Yes,No,No,Traffic,Passing car,,
344,S.M.Romer_2016-04-25T08-59-27.000Z,Pim,00:00:31,00:00:34,Yes,No,No,Traffic,Passing car,,
349,S.M.Romer_2016-04-25T09-08-00.000Z,Pim,NA,NA,NA,NA,NA,NA,NA,Bestand beschadigd,
350,S.M.Romer_2016-04-25T09-09-31.000Z,Pim,NA,NA,NA,NA,NA,NA,NA,Bestand beschadigd,
373,J.Welink_2016-04-25T11-36-37.000Z,Pim,00:00:00,00:00:17,No,Yes,No,Silence,,,
373,J.Welink_2016-04-25T11-36-37.000Z,Pim,00:00:10,00:00:11,No,No,No,Other,Car door,,
373,J.Welink_2016-04-25T11-36-37.000Z,Pim,00:00:19,00:00:30,Yes,No,No,Traffic,Passing car,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:00,00:00:03,No,No,No,Mechanical,,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:07,00:00:07,No,No,No,Other,Metal ding,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:15,00:00:16,No,No,No,Mechanical,Engine revving,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:16,00:00:18,Yes,No,Yes,Noise,,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:18,00:00:28,Yes,No,No,Traffic,Passing car,,
376,J.Welink_2016-04-25T11-46-17.000Z,Pim,00:00:24,00:00:25,No,No,No,Other,Metal ding,,
185,F.de.Vries.11_2016-04-20T08:52:01.000Z,Steven,00:00:00.416,00:00:29.894,Yes,No,No,Traffic,Traffic,,
185,F.de.Vries.11_2016-04-20T08:52:01.000Z,Steven,00:00:06.384,00:00:07.720,Yes,No,No,Other,Bicycile shaking,,
185,F.de.Vries.11_2016-04-20T08:52:01.000Z,Steven,00:00:10.177,00:00:10.789,Yes,No,No,Other,Bicycile shaking,,
185,F.de.Vries.11_2016-04-20T08:52:01.000Z,Steven,00:00:11.010,00:00:21.746,Yes,No,No,Human,Speech,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:00.000,00:00:31.322,Yes,No,No,Traffic,Traffic,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:15.637,00:00:16.027,Yes,No,Yes,Other,Clap,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:16.851,00:00:17.553,Yes,No,Yes,Noise,,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:19.279,00:00:20.131,Yes,No,Yes,Other,Clap,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:21.415,00:00:25.312,Yes,No,No,Noise,,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:28.748,00:00:29.304,Yes,No,Yes,Other,Click,,
186,H.R.Beishuizen_2016-04-20T08:52:50.000Z,Steven,00:00:29.719,00:00:30.602,Yes,No,Yes,Noise,,,
190,H.R.Beishuizen_2016-04-20T08:58:46.000Z,Steven,00:00:00.000,00:00:34.000,Yes,No,No,Traffic,Traffic,,
190,H.R.Beishuizen_2016-04-20T08:58:46.000Z,Steven,00:00:20.148,00:00:20.786,Yes,No,Yes,Other,,,
190,H.R.Beishuizen_2016-04-20T08:58:46.000Z,Steven,00:00:28.973,00:00:29.523,Yes,No,Yes,Other,Clap,,
195,R.Mencis_2016-04-20T11:06:36.000Z,Steven,00:00:00.000,00:00:29.861,No,No,No,Human,Speech,,
195,R.Mencis_2016-04-20T11:06:36.000Z,Steven,00:00:01.433,00:00:02.805,Yes,No,Yes,Noise,,,
222,T.R.Janssen_2016-04-21T14:56:58.000Z,Steven,00:00:00.000,00:00:29.861,No,No,No,Human,Speech,,
222,T.R.Janssen_2016-04-21T14:56:58.000Z,Steven,00:00:00.000,00:00:29.861,No,No,No,Machine,Computer/airco,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:00.370,00:00:03.543,No,No,No,Human,Speech,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:00.648,00:00:01.189,Yes,No,Yes,Other,Clap,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:04.163,00:00:04.558,Yes,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:05.227,00:00:05.598,No,No,Yes,Other,Woodblock,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:06.060,00:00:06.506,No,No,Yes,Human,Speech,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:08.974,00:00:09.493,No,No,Yes,Other,,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:10.085,00:00:10.475,No,No,Yes,Other,Cowbell,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:11.750,00:00:12.155,No,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:13.600,00:00:15.119,No,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:15.775,00:00:16.255,No,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:17.301,00:00:21.402,No,No,No,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:23.269,00:00:23.936,No,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:27.849,00:00:28.214,No,No,Yes,Other,Tick,,
229,L.H.Boulogne_2016-04-21T18:05:19.000Z,Steven,00:00:28.265,00:00:28.846,No,No,Yes,Other,Cowbell,,
251,T.R.Janssen_2016-04-22T15:24:12.000Z,Steven,00:00:00.185,00:00:29.884,No,Yes,No,Music,Music,,
276,F.de.Vries.11_2016-04-23T12:26:08.000Z,Steven,00:00:00.444,00:00:31.881,Yes,No,No,Traffic,Traffic,,
276,F.de.Vries.11_2016-04-23T12:26:08.000Z,Steven,00:00:02.764,00:00:05.551,Yes,No,No,Human,Speech,,
276,F.de.Vries.11_2016-04-23T12:26:08.000Z,Steven,00:00:12.634,00:00:18.100,Yes,No,Yes,Other,Tick,,
276,F.de.Vries.11_2016-04-23T12:26:08.000Z,Steven,00:00:29.858,00:00:31.881,Yes,No,No,Other,swishing,,
308,L.H.Boulogne_2016-04-24T17:11:12.000Z,Steven,00:00:00.000,00:00:29.861,No,No,No,Human,speech/murmuring,,
325,,,,,,,,,,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:01,00:00:02,No,No,No,Other,Dropped phone,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:07,00:00:08,No,No,Yes,Other,Tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:08,00:00:08,No,No,Yes,Other,Tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:15,00:00:16,No,No,Yes,Other,stone bowl tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:16,00:00:17,No,No,Yes,Other,stone bowl tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:17,00:00:18,No,No,Yes,Other,tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:19,00:00:20,No,No,No,Other,sounds of cutlery,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:23,00:00:24,No,No,Yes,Other,stone bowl tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:24,00:00:25,No,No,Yes,Other,stone bowl tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:26,00:00:26,No,No,Yes,Other,tick,,
387,L.H.Boulogne_2016-04-25T17-12-29.000Z,Pim,00:00:28,00:00:29,No,No,Yes,Other,sounds of cutlery,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:00,00:00:01,Yes,No,Yes,Noise,,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:01,00:00:03,Yes,No,Yes,Noise,,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:02,00:00:03,No,No,No,Other,scratching sound,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:03,00:00:04,No,No,No,Other,scratching sound,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:04,00:00:10,Yes,No,Yes,Noise,,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:04,00:00:10,No,No,No,Traffic,sound of a bicycle,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:04,00:00:04,No,No,Yes,Other,short sweep,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:05,00:00:06,No,No,Yes,Other,squeek,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:10,00:00:11,Yes,No,Yes,Noise,,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:13,00:00:26,Yes,No,Yes,Noise,,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:16,00:00:16,No,No,No,Other,Rattling,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:17,00:00:30,No,No,No,Traffic,sound of a bicycle,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:24,00:00:25,No,No,No,Human,vocal,,
401,C.D.A.Wieringa_2016-04-26T09-42-07.000Z,Pim,00:00:30,00:00:30,Yes,No,Yes,Other,short sweep,,
442,R.Mencis_2016-04-26T21-52-58.000Z,Pim,00:00:00,00:00:32,Yes,No,No,Other,nail tapping,,
449,E.Karountzos_2016-04-27T09-23-00.000Z,Pim,00:00:00,00:00:31,No,No,No,Noise,,,
453,m.wirthlin_2016-04-27T10-24-33.000Z,Pim,00:00:01,00:00:31,No,No,No,Human,vocal,,
453,m.wirthlin_2016-04-27T10-24-33.000Z,Pim,00:00:05,00:00:09,No,No,No,Human,vocal loud,,
453,m.wirthlin_2016-04-27T10-24-33.000Z,Pim,00:00:16,00:00:17,No,No,No,Human,laughing,,
453,m.wirthlin_2016-04-27T10-24-33.000Z,Pim,00:00:25,00:00:27,No,No,No,Human,laughing,,
453,m.wirthlin_2016-04-27T10-24-33.000Z,Pim,00:00:27,00:00:28,No,No,No,Human,laughing,,
457,m.wirthlin_2016-04-27T10-35-47.000Z,Pim,00:00:01,00:00:32,Yes,No,No,Music,Very loud,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:00,00:00:33,No,No,No,Human,background murmer,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:02,00:00:03,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:09,00:00:10,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:10,00:00:11,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:11,00:00:13,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:12,00:00:13,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:20,00:00:21,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:21,00:00:23,No,No,No,Human,vocal,,
459,L.H.Boulogne_2016-04-27T11-26-39.000Z,Pim,00:00:23,00:00:28,No,No,No,Human,vocal,,
466,L.H.Boulogne_2016-04-27T12-24-48.000Z,Pim,00:00:00,00:00:13,No,No,No,Music,Loud,,
